,date,open,close,high,low,volume,code
28,2023-02-17,1850.16,1820.78,1873.0,1820.05,26443.0,600519
29,2023-02-20,1821.0,1875.0,1878.8,1817.2,29669.0,600519
30,2023-02-21,1874.0,1867.0,1874.0,1851.0,18751.0,600519
31,2023-02-22,1855.01,1836.0,1863.9,1831.8,21869.0,600519
32,2023-02-23,1840.0,1818.0,1848.8,1805.25,21881.0,600519
33,2023-02-24,1810.11,1788.0,1810.19,1782.18,24635.0,600519
34,2023-02-27,1778.5,1810.41,1815.0,1775.02,22065.0,600519
35,2023-02-28,1819.0,1813.74,1822.01,1783.3,23952.0,600519
36,2023-03-01,1813.0,1838.53,1848.0,1803.23,24458.0,600519
37,2023-03-02,1829.0,1828.0,1838.99,1821.1,13144.0,600519
38,2023-03-03,1839.77,1818.04,1841.61,1802.48,16198.0,600519
39,2023-03-06,1818.18,1807.14,1818.5,1796.77,20646.0,600519
40,2023-03-07,1805.98,1788.3,1816.6,1788.0,22785.0,600519
41,2023-03-08,1780.02,1770.42,1785.94,1761.12,22764.0,600519
42,2023-03-09,1768.0,1770.02,1785.0,1740.0,27612.0,600519
43,2023-03-10,1751.57,1750.0,1781.0,1750.0,21161.0,600519
44,2023-03-13,1751.0,1762.0,1775.0,1749.0,20560.0,600519
45,2023-03-14,1763.78,1766.0,1779.88,1738.5,23705.0,600519
46,2023-03-15,1778.37,1750.92,1784.88,1750.12,19213.0,600519
47,2023-03-16,1740.0,1751.99,1770.0,1739.01,17646.0,600519
48,2023-03-17,1770.0,1742.0,1775.89,1736.0,27023.0,600519
49,2023-03-20,1751.0,1729.6,1755.0,1728.0,20491.0,600519
50,2023-03-21,1735.0,1775.0,1785.85,1723.97,31142.0,600519
51,2023-03-22,1780.0,1773.35,1793.0,1765.55,15330.0,600519
52,2023-03-23,1766.0,1774.86,1791.11,1765.01,17356.0,600519
53,2023-03-24,1769.08,1778.62,1783.6,1766.0,12770.0,600519
54,2023-03-27,1778.6,1767.79,1778.6,1756.0,15296.0,600519
55,2023-03-28,1770.0,1781.8,1790.0,1765.02,17261.0,600519
56,2023-03-29,1799.0,1790.0,1800.0,1785.07,15393.0,600519
57,2023-03-30,1793.0,1800.0,1805.0,1779.0,19257.0,600519
58,2023-03-31,1825.0,1820.0,1848.0,1819.0,27446.0,600519
59,2023-04-03,1825.0,1802.07,1827.77,1800.08,21417.0,600519
60,2023-04-04,1812.0,1814.59,1815.17,1787.0,20066.0,600519
61,2023-04-06,1805.0,1796.96,1815.9,1788.22,14874.0,600519
62,2023-04-07,1795.0,1790.99,1806.01,1788.34,13525.0,600519
63,2023-04-10,1790.88,1771.7,1790.88,1744.0,29418.0,600519
64,2023-04-11,1793.0,1745.5,1793.0,1744.0,29209.0,600519
65,2023-04-12,1747.26,1694.1,1750.0,1692.82,51105.0,600519
66,2023-04-13,1690.0,1723.0,1723.59,1684.01,29543.0,600519
67,2023-04-14,1726.0,1713.42,1733.0,1704.8,21232.0,600519
68,2023-04-17,1740.0,1753.0,1753.0,1728.0,30467.0,600519
69,2023-04-18,1753.0,1758.0,1769.0,1746.02,18314.0,600519
70,2023-04-19,1762.0,1759.0,1765.5,1750.0,14601.0,600519
71,2023-04-20,1760.11,1741.88,1765.0,1729.0,19885.0,600519
72,2023-04-21,1746.0,1725.47,1748.08,1721.28,18518.0,600519
73,2023-04-24,1721.0,1705.0,1722.0,1701.0,20231.0,600519
74,2023-04-25,1706.0,1730.38,1735.98,1702.0,20583.0,600519
75,2023-04-26,1744.0,1743.91,1761.0,1720.0,27892.0,600519
76,2023-04-27,1748.0,1757.92,1770.0,1730.0,25605.0,600519
77,2023-04-28,1763.01,1760.52,1782.77,1753.97,26225.0,600519
78,2023-05-04,1769.0,1749.9,1777.67,1736.0,27466.0,600519
79,2023-05-05,1766.0,1750.0,1766.0,1736.39,20714.0,600519
80,2023-05-08,1768.32,1720.52,1769.0,1717.17,33171.0,600519
81,2023-05-09,1715.0,1722.0,1739.98,1707.07,29378.0,600519
82,2023-05-10,1715.19,1725.0,1736.0,1715.0,20773.0,600519
83,2023-05-11,1731.0,1717.07,1735.0,1715.0,15246.0,600519
84,2023-05-12,1715.0,1706.4,1729.88,1705.01,19460.0,600519
85,2023-05-15,1702.0,1716.3,1717.0,1691.2,25740.0,600519
86,2023-05-16,1713.99,1703.29,1719.99,1697.0,22224.0,600519
87,2023-05-17,1708.0,1701.0,1713.0,1699.01,16777.0,600519
88,2023-05-18,1704.99,1691.0,1705.4,1690.0,19219.0,600519
89,2023-05-19,1671.0,1699.5,1704.33,1655.55,26741.0,600519
90,2023-05-22,1690.01,1746.0,1752.0,1690.0,41284.0,600519
91,2023-05-23,1753.99,1724.55,1754.0,1724.55,16894.0,600519
92,2023-05-24,1732.33,1710.9,1733.55,1710.11,18479.0,600519
93,2023-05-25,1705.99,1701.0,1710.0,1690.0,22466.0,600519
94,2023-05-26,1702.0,1690.56,1705.0,1675.01,18291.0,600519
95,2023-05-29,1697.0,1689.0,1698.35,1678.0,17771.0,600519
96,2023-05-30,1689.0,1668.29,1698.89,1658.56,26453.0,600519
97,2023-05-31,1661.01,1628.9,1665.72,1626.67,36957.0,600519
98,2023-06-01,1618.0,1635.92,1674.99,1618.0,28645.0,600519
99,2023-06-02,1645.0,1670.6,1673.15,1636.11,25058.0,600519
100,2023-06-05,1666.16,1665.0,1682.88,1663.0,16201.0,600519
101,2023-06-06,1670.0,1666.99,1684.0,1651.55,19914.0,600519
102,2023-06-07,1672.99,1650.9,1678.8,1650.0,17890.0,600519
103,2023-06-08,1655.83,1668.0,1675.0,1650.01,14703.0,600519
104,2023-06-09,1671.99,1666.0,1677.97,1666.0,17580.0,600519
105,2023-06-12,1666.02,1696.0,1708.0,1661.52,27029.0,600519
106,2023-06-13,1693.88,1699.0,1704.61,1685.0,14663.0,600519
107,2023-06-14,1719.0,1726.88,1734.24,1706.21,31506.0,600519
108,2023-06-15,1730.34,1755.0,1755.65,1723.0,25223.0,600519
109,2023-06-16,1757.0,1797.69,1800.0,1750.1,37918.0,600519
110,2023-06-19,1790.0,1744.0,1797.95,1738.0,31700.0,600519
111,2023-06-20,1740.0,1743.46,1765.0,1735.0,20947.0,600519
112,2023-06-21,1740.0,1735.83,1756.6,1735.0,17721.0,600519
113,2023-06-26,1720.11,1709.0,1730.0,1695.0,23993.0,600519
114,2023-06-27,1709.99,1711.05,1719.7,1700.09,15174.0,600519
115,2023-06-28,1713.18,1728.38,1734.0,1711.0,18574.0,600519
